,Id,LotFrontage,LotArea,LotShape,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,Age_Category,MSZoning_FV,MSZoning_RL,MSZoning_RM,BldgType_1Fam,HouseStyle_2Story,Exterior1st_BrkFace,Exterior1st_Wd Sdng,Exterior2nd_Wd Sdng,MasVnrType_None,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,GarageType_Modified_Attchd,GarageType_Modified_Detchd,bathrooms_final,Garage_final,total_house_area,qual*total_house_area,semi_built_area,BsmtUnitsGrade,BsmtGrade,elec_inf,rooms_to_size,land_score
57,58,89.0,11645.0,3.0,197965.77,7,5.0,2004.0,2004,0.0,4.0,0.0,0,0.0,860.0,860.0,5,1,860.0,860,1720.0,2,1,4.0,4,7,0.0,0,2004.0,2,2.0,565.0,1,0,70,8,2006,196500,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.5,2260.0,2580.0,18060.0,70.0,0,13760,10,430.0,11.154391651546497
58,60,60.0,7200.0,4.0,197965.77,5,7.0,1972.0,1972,0.0,3.0,2.0,4,632.0,148.0,780.0,5,1,780.0,0,780.0,1,0,3.0,3,4,0.0,0,1973.0,1,1.0,352.0,1,196,0,1,2008,124900,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.25,352.0,1560.0,7800.0,196.0,2528,7020,10,260.0,10.673595774232203
59,61,63.0,13072.0,4.0,186555.8,6,5.0,2004.0,2004,0.0,4.0,0.0,4,941.0,217.0,1158.0,5,1,1158.0,0,1158.0,1,1,4.0,4,5,0.0,0,2006.0,1,2.0,576.0,1,0,50,5,2006,158000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.5,1152.0,2316.0,13896.0,50.0,3764,18528,10,289.5,11.087665729533885
60,62,60.0,7200.0,4.0,100123.78,5,7.0,1920.0,1996,0.0,3.0,0.0,0,0.0,530.0,530.0,3,0,581.0,530,1111.0,1,0,4.0,2,6,0.0,0,1935.0,1,1.0,288.0,0,0,0,3,2007,101000,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.25,288.0,1641.0,8205.0,0.0,0,4770,7,277.75,10.491274217438248
61,63,44.0,6442.0,3.0,289724.71499999997,8,5.0,2006.0,2006,178.0,4.0,1.0,5,24.0,1346.0,1370.0,5,1,1370.0,0,1370.0,2,0,3.0,4,6,1.0,4,2006.0,2,2.0,484.0,1,120,49,10,2007,202500,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1936.0,2740.0,21920.0,169.0,120,21920,10,456.6666666666667,10.5623537991192
62,64,50.0,10300.0,3.0,128225.3,7,6.0,1921.0,1950,0.0,3.0,0.0,0,0.0,576.0,576.0,4,1,902.0,808,1710.0,2,0,4.0,3,9,0.0,0,1990.0,1,2.0,480.0,1,12,11,4,2010,140000,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,960.0,2286.0,16002.0,23.0,0,5184,9,427.5,11.185809323273041
63,65,70.0,9375.0,4.0,197965.77,7,5.0,1997.0,1998,394.375,4.0,0.0,5,739.0,318.0,1057.0,5,1,1057.0,977,2034.0,2,1,4.0,4,8,0.0,0,1998.0,2,2.0,645.0,1,420,36,2,2009,219500,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.25,2580.0,3091.0,21637.0,584.125,3695,16912,10,508.5,10.755239763272712
64,66,76.0,9591.0,4.0,289724.71499999997,8,5.0,2004.0,2005,344.0,5.0,2.0,0,0.0,1143.0,1143.0,5,1,1143.0,1330,2473.0,2,1,5.0,4,9,1.0,4,2004.0,2,3.0,852.0,1,192,151,10,2007,317000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,5112.0,3616.0,28928.0,343.0,0,28575,10,494.6,10.778018350162052
65,67,73.0,17352.5,4.0,145847.08,7,5.0,1970.0,1989,287.0,4.0,2.5,5,912.0,1035.0,1947.0,3,1,2106.125,0,2207.0,2,0,4.0,3,7,1.0,4,1970.0,2,2.0,576.0,1,301,0,7,2010,180000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2304.0,4154.0,29078.0,301.0,4560,31152,8,551.75,11.507912923146684
66,68,72.0,10665.0,3.0,197965.77,7,5.0,2003.0,2003,167.0,4.0,2.0,5,1013.0,440.0,1453.0,5,1,1479.0,0,1479.0,2,0,4.0,4,7,0.0,0,2003.0,2,2.0,558.0,1,144,29,6,2007,226000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2232.0,2932.0,20524.0,173.0,5065,23248,10,369.75,11.066482100133506
67,69,47.0,4608.0,4.0,128225.3,4,6.0,1945.0,1950,0.0,3.0,0.0,0,0.0,747.0,747.0,3,1,747.0,0,747.0,1,0,3.0,3,4,0.0,0,1945.0,1,1.0,220.0,1,0,0,6,2010,80000,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.25,220.0,1494.0,5976.0,0.0,0,6723,8,249.0,10.044987114809828
68,70,81.0,15593.0,4.0,212565.43,7,4.0,1953.0,1953,0.0,3.0,0.0,3,603.0,701.0,1304.0,3,1,1304.0,983,2287.0,2,0,4.0,3,7,1.0,3,1953.0,3,2.0,667.0,1,0,21,7,2006,225000,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4002.0,3591.0,25137.0,21.0,1809,11736,8,571.75,11.264015287018985
69,71,95.0,13651.0,3.0,145847.08,7,6.0,1973.0,1973,394.375,4.0,2.5,4,1746.875,343.0,1992.375,5,1,2106.125,0,2223.0,2,0,4.0,3,8,2.0,4,1973.0,3,2.0,516.0,1,300,0,2,2007,244000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3096.0,4446.0,31122.0,300.0,7520,35568,10,555.75,11.313327527231033
70,72,69.0,7599.0,4.0,156270.12,4,6.0,1982.0,2006,0.0,3.0,0.0,4,565.0,280.0,845.0,3,1,845.0,0,845.0,1,0,3.0,3,4,0.0,0,1987.0,1,2.0,360.0,1,0,0,6,2007,129500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,720.0,1690.0,6760.0,0.0,2260,7605,8,281.6666666666667,10.545209851103886
71,73,74.0,10141.0,3.0,192854.51,7,5.0,1998.0,1998,40.0,4.0,0.0,0,0.0,832.0,832.0,4,1,885.0,833,1718.0,2,1,4.0,3,7,1.0,3,1998.0,3,2.0,427.0,1,0,94,12,2009,185000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,2562.0,2550.0,17850.0,385.0,0,13312,9,429.5,11.016101360840052
72,74,85.0,10200.0,4.0,145847.08,5,7.0,1954.0,2003,104.0,3.0,0.0,4,320.0,404.0,1086.0,4,1,1086.0,0,1086.0,1,0,4.0,3,6,0.0,0,1989.0,1,2.0,490.0,1,0,0,5,2010,144900,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,980.0,2172.0,10860.0,0.0,2366,9774,9,271.5,10.839580911706463
73,75,60.0,5790.0,4.0,128225.3,3,6.0,1915.0,1950,0.0,2.0,0.0,0,0.0,840.0,840.0,4,0,840.0,765,1605.0,2,0,4.0,3,8,0.0,0,1915.0,1,1.0,379.0,1,0,0,5,2010,107400,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,379.0,2445.0,7335.0,0.0,0,3360,8,401.25,10.273325483001141
74,76,30.0,1596.0,4.0,98576.47,4,5.0,1973.0,1973,0.0,4.0,2.5,5,462.0,0.0,462.0,3,1,526.0,462,988.0,1,0,3.0,3,5,0.0,0,1973.0,1,1.0,297.0,1,120,101,11,2009,91000,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,297.0,1450.0,5800.0,221.0,2310,7392,8,329.3333333333333,9.826108354640688
75,77,73.0,8475.0,3.0,145847.08,4,7.0,1956.0,1956,0.0,3.0,0.0,4,228.0,724.0,952.0,5,1,952.0,0,952.0,1,0,3.0,3,4,0.0,0,1956.0,1,1.0,283.0,1,0,0,4,2008,135750,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.25,283.0,1904.0,7616.0,0.0,912,8568,9,317.3333333333333,10.836635401476705
76,78,50.0,8635.0,4.0,124834.05,5,5.0,1948.0,2001,0.0,3.0,0.0,3,336.0,295.0,672.0,3,1,1072.0,213,1285.0,1,0,3.0,3,6,0.0,0,1948.0,1,1.0,240.0,1,0,0,1,2008,127000,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,240.0,1957.0,9785.0,0.0,1213,6048,8,428.3333333333333,10.67301690301488
77,79,72.0,10778.0,4.0,136793.14,4,5.0,1968.0,1968,0.0,3.0,0.0,0,0.0,1686.125,1768.0,3,0,1768.0,0,1768.0,2,0,5.0,3,8,0.0,0,1968.0,0,0.0,0.0,1,0,0,4,2010,136500,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3536.0,14144.0,0.0,0,15912,7,353.6,10.894700210927542
78,80,60.0,10440.0,4.0,128225.3,5,6.0,1910.0,1981,0.0,3.0,0.0,0,0.0,440.0,440.0,4,1,682.0,548,1230.0,1,1,3.0,3,5,0.0,0,1966.0,1,2.0,440.0,1,74,0,5,2009,110000,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.5,880.0,1670.0,8350.0,74.0,0,3960,9,410.0,10.86283777387073
79,81,100.0,13000.0,4.0,145847.08,6,6.0,1968.0,1968,394.375,4.0,0.0,2,448.0,448.0,896.0,3,1,1182.0,960,2142.0,2,1,5.0,4,8,1.0,4,1968.0,3,1.0,509.0,1,0,72,6,2009,193500,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,1527.0,3038.0,18228.0,324.0,896,14336,8,428.4,11.082142548877775
80,82,32.0,4500.0,4.0,156270.12,6,5.0,1998.0,1998,394.375,5.0,0.0,5,1201.0,36.0,1237.0,5,1,1337.0,0,1337.0,2,0,3.0,3,5,0.0,0,1998.0,3,2.0,405.0,1,0,165,3,2006,153500,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2430.0,2574.0,15444.0,199.0,6005,30925,10,445.6666666666667,10.021270588192511
81,83,78.0,10206.0,4.0,225379.84,8,5.0,2007.0,2007,394.375,4.0,0.0,5,33.0,1530.0,1563.0,5,1,1563.0,0,1563.0,2,0,4.0,4,6,1.0,4,2007.0,2,3.0,758.0,1,144,99,10,2008,245000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4548.0,3126.0,25008.0,243.0,165,25008,10,390.75,10.840168974058017
82,84,80.0,8892.0,3.0,145847.08,5,5.0,1960.0,1960,66.0,3.0,0.0,0,0.0,1065.0,1065.0,4,1,1065.0,0,1065.0,1,1,4.0,3,6,0.0,0,1974.0,1,2.0,461.0,1,74,0,7,2007,126500,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5,922.0,2130.0,10650.0,74.0,0,9585,9,266.25,10.884666744312142
83,85,65.0,8530.0,3.0,192854.51,7,5.0,1995.0,1996,22.0,4.0,0.0,0,0.0,384.0,384.0,4,1,804.0,670,1474.0,2,1,4.0,3,7,1.0,3,1995.0,3,2.0,400.0,1,120,72,5,2009,168500,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2400.0,1858.0,13006.0,192.0,0,6144,9,368.5,10.84310410971378
84,86,110.0,16059.0,4.0,289724.71499999997,8,5.0,1991.0,1992,284.0,4.0,0.0,0,0.0,1288.0,1288.0,5,1,1301.0,1116,2417.0,2,1,5.0,4,9,1.0,3,1991.0,1,2.0,462.0,1,127,82,4,2006,260000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,924.0,3705.0,29640.0,209.0,0,20608,10,483.4,11.293462631495592
85,87,110.0,11911.0,2.0,192854.51,6,5.0,2005.0,2005,0.0,4.0,2.0,0,0.0,684.0,684.0,5,1,684.0,876,1560.0,2,1,4.0,4,6,1.0,4,2005.0,3,2.0,400.0,1,100,38,3,2009,174000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,2400.0,2244.0,13464.0,138.0,0,10944,10,390.0,11.331127770936215
86,88,40.0,3951.0,4.0,225379.84,6,5.0,2009.0,2009,76.0,4.0,2.0,0,0.0,612.0,612.0,5,1,612.0,612,1224.0,2,1,3.0,4,4,0.0,0,2009.0,2,2.0,528.0,1,0,165,6,2009,164500,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.5,2112.0,1836.0,11016.0,234.0,0,9792,10,408.0,9.891161902845491
87,89,105.0,8470.0,3.0,100123.78,3,3.5,1915.0,1982,0.0,3.0,0.0,0,0.0,1013.0,1013.0,3,0,1013.0,0,1526.0,1,0,3.0,2,6,0.0,0,1982.0,0,0.0,0.0,0,0,0,10,2009,85000,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.25,0.0,2539.0,7617.0,0.0,0,9117,7,508.6666666666667,10.836045256874154
88,90,60.0,8070.0,4.0,197965.77,4,5.0,1994.0,1995,0.0,4.0,0.0,5,588.0,402.0,990.0,5,1,990.0,0,990.0,1,0,4.0,3,5,0.0,0,1995.0,0,0.0,0.0,1,0,0,8,2007,123600,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1980.0,7920.0,0.0,2940,15840,10,247.5,10.605346673698095
89,91,60.0,7200.0,4.0,145847.08,4,5.0,1950.0,1950,0.0,1.5,0.0,0,0.0,0.0,73.375,3,1,1040.0,0,1040.0,1,0,3.0,3,4,0.0,0,1950.0,1,2.0,420.0,1,0,29,7,2006,109900,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.25,840.0,1040.0,4160.0,29.0,0,0,7,346.6666666666667,10.491274217438248
90,92,85.0,8500.0,4.0,145847.08,5,3.5,1961.0,1961,203.0,3.0,0.0,2,600.0,635.0,1235.0,3,1,1235.0,0,1235.0,1,0,3.0,3,6,0.0,0,1961.0,1,2.0,480.0,1,0,0,12,2006,98600,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.25,960.0,2470.0,12350.0,0.0,1200,11115,8,411.6666666666667,10.657259354912508
91,93,80.0,13360.0,3.0,210624.73,5,7.0,1921.0,2006,0.0,4.0,0.0,4,713.0,163.0,876.0,5,1,964.0,0,964.0,1,0,3.0,3,5,0.0,0,1921.0,1,2.0,432.0,1,0,0,8,2009,163500,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,864.0,1840.0,9200.0,0.0,2852,14016,10,321.3333333333333,11.579461988770472
92,94,60.0,7200.0,4.0,128225.3,6,6.0,1910.0,1998,0.0,3.0,1.0,2,1046.0,168.0,1214.0,5,0,1260.0,1031,2291.0,2,0,5.0,3,9,1.0,4,1900.0,1,2.0,506.0,1,0,0,11,2007,133900,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.5,1012.0,3505.0,21030.0,99.0,2092,10926,9,458.2,10.491274217438248
93,95,69.0,9337.0,3.0,197965.77,6,5.0,1997.0,1997,0.0,4.0,0.0,5,648.0,176.0,824.0,5,1,905.0,881,1786.0,2,1,4.0,4,7,0.0,0,1997.0,2,2.0,684.0,1,0,162,5,2007,204750,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.25,2736.0,2610.0,15660.0,162.0,3240,13184,10,446.5,10.93349974971198
94,96,65.0,9765.0,2.0,192854.51,6,7.5,1993.0,1993,68.0,4.0,0.0,4,310.0,370.0,680.0,4,1,680.0,790,1470.0,2,1,4.0,3,6,1.0,3,1993.0,3,2.0,420.0,1,232,63,4,2009,185000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2520.0,2150.0,12900.0,295.0,1240,10880,9,367.5,11.132469992366092
95,97,78.0,10264.0,3.0,197965.77,7,5.0,1999.0,1999,183.0,4.0,2.0,4,1162.0,426.0,1588.0,5,1,1588.0,0,1588.0,2,0,4.0,4,6,0.0,0,1999.0,2,2.0,472.0,1,158,29,8,2006,214000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1888.0,3176.0,22232.0,187.0,4648,25408,10,397.0,11.028157375523527
96,98,73.0,10921.0,4.0,128219.7,4,5.0,1965.0,1965,48.0,3.0,0.0,2,520.0,440.0,960.0,3,1,960.0,0,960.0,1,0,4.0,3,6,0.0,0,1965.0,3,1.0,432.0,1,120,0,5,2007,94750,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1296.0,1920.0,7680.0,120.0,1040,8640,6,240.0,11.244352969253042
97,99,85.0,10625.0,4.0,128219.7,5,5.0,1920.0,1950,0.0,3.0,0.0,4,108.0,350.0,458.0,2,0,835.0,0,835.0,1,0,3.0,3,5,0.0,0,1920.0,1,1.0,366.0,1,0,0,5,2010,83000,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.25,366.0,1293.0,6465.0,0.0,432,4122,6,278.3333333333333,10.880402906226719
98,100,77.0,9320.0,3.0,145847.08,4,5.0,1959.0,1959,0.0,3.0,0.0,4,569.0,381.0,950.0,2,1,1225.0,0,1225.0,1,1,4.0,3,6,0.0,0,1959.0,0,0.0,0.0,1,352,0,1,2010,128950,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,2175.0,8700.0,352.0,2276,8550,7,306.25,10.931677376907691
99,101,80.0,10603.0,3.0,189050.07,6,7.0,1977.0,2001,28.0,3.0,1.0,4,1200.0,410.0,1610.0,4,1,1610.0,0,1610.0,2,0,4.0,4,6,2.0,3,1977.0,2,2.0,480.0,1,168,68,2,2010,205000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1920.0,3220.0,19320.0,236.0,4800,14490,9,402.5,11.060651728153854
100,102,77.0,9206.0,4.0,186555.8,6,5.0,1985.0,1985,336.0,4.0,0.0,0,0.0,741.0,741.0,3,1,977.0,755,1732.0,2,1,4.0,4,7,1.0,3,1985.0,3,2.0,476.0,1,192,46,6,2010,178000,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,2856.0,2473.0,14838.0,238.0,0,11856,8,433.0,10.737048636811288
101,103,64.0,7018.0,4.0,186555.8,5,5.0,1979.0,1979,0.0,1.5,0.0,0,0.0,0.0,73.375,3,1,1535.0,0,1535.0,2,0,5.0,3,8,0.0,0,1979.0,1,2.0,410.0,1,0,0,6,2009,118964,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,820.0,1535.0,7675.0,0.0,0,0,8,307.0,10.647993025371216
102,104,94.0,10402.0,3.0,197965.77,7,5.0,2009.0,2009,0.0,4.0,0.0,0,0.0,1226.0,1226.0,5,1,1226.0,0,1226.0,2,0,4.0,4,6,0.0,0,2009.0,2,3.0,740.0,1,0,36,5,2010,198900,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,4440.0,2452.0,17164.0,36.0,0,19616,10,306.5,11.041512843561073
103,105,60.0,7758.0,4.0,100123.78,7,4.0,1931.0,1950,394.375,3.0,0.0,1,224.0,816.0,1040.0,5,1,1226.0,592,1818.0,1,1,5.0,3,7,2.0,3,1951.0,1,1.0,240.0,1,0,0,6,2007,169500,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,240.0,2858.0,20006.0,184.0,224,9360,8,363.6,10.565917760434013
104,106,75.0,9375.0,4.0,225379.84,8,5.0,2003.0,2004,394.375,5.0,0.0,0,0.0,1053.0,1053.0,5,1,1053.0,939,1992.0,2,1,4.0,4,9,1.0,4,2003.0,2,2.0,648.0,1,140,45,8,2008,250000,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.5,2592.0,3045.0,24360.0,185.0,0,26325,10,498.0,10.755239763272712
105,107,60.0,10800.0,4.0,128225.3,4,7.0,1885.0,1995,0.0,2.0,0.0,0,0.0,641.0,641.0,4,1,1047.0,0,1047.0,1,0,3.0,3,6,0.0,0,1954.0,1,1.0,273.0,0,0,0,8,2007,100000,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.25,273.0,1688.0,6752.0,0.0,0,2564,9,349.0,10.896739325546411
106,108,50.0,6000.0,4.0,128225.3,5,5.0,1948.0,1950,0.0,3.0,0.0,4,104.0,516.0,789.0,5,1,789.0,0,789.0,1,0,3.0,3,5,0.0,0,1948.0,1,1.0,250.0,1,0,0,4,2008,115000,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.25,250.0,1578.0,7890.0,0.0,923,7101,10,263.0,10.308952660644293
107,109,85.0,8500.0,4.0,100123.78,5,7.0,1919.0,2005,0.0,3.0,0.0,0,0.0,793.0,793.0,3,0,997.0,520,1517.0,2,0,4.0,2,7,0.0,0,2005.0,0,0.0,0.0,0,0,0,8,2007,115000,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2310.0,11550.0,0.0,0,7137,5,379.25,10.657259354912508
108,110,105.0,11751.0,3.0,189050.07,6,6.0,1977.0,1977,394.375,4.0,0.0,3,705.0,1139.0,1844.0,5,1,1844.0,0,1844.0,2,0,4.0,3,7,1.0,3,1977.0,2,2.0,546.0,1,0,122,1,2010,190000,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2184.0,3688.0,22128.0,122.0,2115,29504,10,461.0,11.163453091561996
109,111,75.0,9525.0,4.0,128219.7,6,4.0,1954.0,1972,0.0,3.0,0.0,2,444.0,550.0,994.0,4,1,1216.0,639,1855.0,2,0,5.0,3,7,0.0,0,1954.0,1,1.0,325.0,1,182,0,10,2006,136900,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,325.0,2849.0,17094.0,182.0,888,8946,9,371.0,10.771113112429003
110,112,65.0,7750.0,3.0,192854.51,7,5.0,2000.0,2000,0.0,4.0,0.0,5,250.0,134.0,384.0,5,1,774.0,656,1430.0,2,1,4.0,3,7,1.0,3,2000.0,3,2.0,400.0,1,180,0,4,2010,180000,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,2400.0,1814.0,12698.0,180.0,1250,6144,10,357.5,10.747207591575448
111,113,77.0,9965.0,4.0,197965.77,7,5.0,2007.0,2007,220.0,5.0,2.0,5,984.0,280.0,1264.0,5,1,1282.0,1414,2696.0,2,1,5.0,5,10,1.0,4,2007.0,3,3.0,792.0,1,120,165,10,2007,383970,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,5739.5,3960.0,27720.0,472.0,4920,31600,10,539.2,10.816272145080996
112,114,74.0,17352.5,4.0,210624.73,6,5.0,1953.0,1953,184.0,4.0,1.0,4,35.0,905.0,1809.0,3,1,2106.125,0,2259.0,2,0,4.0,4,7,2.0,4,1953.0,1,2.0,450.0,1,166,120,10,2007,217000,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,900.0,4068.0,24408.0,286.0,1878,28944,8,564.75,11.744037185933616
113,115,61.0,7259.0,3.0,210624.73,6,7.5,1945.0,2002,0.0,3.0,0.0,4,774.0,104.0,1028.0,5,1,1436.0,884,2320.0,2,1,4.0,4,9,1.0,3,1945.0,1,1.0,180.0,1,224,0,7,2007,259500,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.25,180.0,3348.0,20088.0,224.0,3246,9252,10,580.0,10.49943526971894
114,116,34.0,3230.0,4.0,225379.84,6,5.0,1999.0,1999,394.375,4.0,0.0,5,419.0,310.0,729.0,4,1,729.0,729,1458.0,2,1,3.0,3,5,1.0,2,1999.0,1,2.0,440.0,1,0,32,6,2007,176000,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.5,880.0,2187.0,13122.0,32.0,2095,11664,9,486.0,9.826108354640688
115,117,71.0,11616.0,4.0,136793.14,5,5.0,1962.0,1962,116.0,3.0,0.0,1,170.0,252.0,1092.0,3,1,1092.0,0,1092.0,1,0,4.0,3,6,1.0,1,1962.0,1,1.0,288.0,1,0,20,9,2009,139000,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5,288.0,2184.0,10920.0,20.0,2180,9828,8,273.0,10.969576649498677
